id,severity,category,file,line,symptom,root_cause_id,impact,fix_action,status
FL-0173,P3,coverage,"public/data/airline/payload.json",1,"Reviewed in exhaustive sweep","","No blocking issue recorded for this file in this pass","None","pass"
FL-0174,P3,coverage,"public/data/ev/meta.json",1,"Reviewed in exhaustive sweep","","No blocking issue recorded for this file in this pass","None","pass"
FL-0175,P3,coverage,"public/data/ev/payload.json",1,"Reviewed in exhaustive sweep","","No blocking issue recorded for this file in this pass","None","pass"
FL-0176,P3,coverage,"public/data/fraud/meta.json",1,"Reviewed in exhaustive sweep","","No blocking issue recorded for this file in this pass","None","pass"
FL-0177,P3,coverage,"public/data/fraud/payload.json",1,"Reviewed in exhaustive sweep","","No blocking issue recorded for this file in this pass","None","pass"
FL-0178,P3,coverage,"public/data/netflix/meta.json",1,"Reviewed in exhaustive sweep","","No blocking issue recorded for this file in this pass","None","pass"
FL-0179,P3,coverage,"public/data/netflix/payload.json",1,"Reviewed in exhaustive sweep","","No blocking issue recorded for this file in this pass","None","pass"
FL-0180,P3,coverage,"public/data/shrink/meta.json",1,"Reviewed in exhaustive sweep","","No blocking issue recorded for this file in this pass","None","pass"
FL-0181,P3,coverage,"public/data/shrink/payload.json",1,"Reviewed in exhaustive sweep","","No blocking issue recorded for this file in this pass","None","pass"
FL-0182,P3,coverage,"public/data/starbucks/meta.json",1,"Reviewed in exhaustive sweep","","No blocking issue recorded for this file in this pass","None","pass"
FL-0183,P3,coverage,"public/data/starbucks/payload.json",1,"Reviewed in exhaustive sweep","","No blocking issue recorded for this file in this pass","None","pass"
FL-0184,P3,coverage,"public/file.svg",1,"Reviewed in exhaustive sweep","","No blocking issue recorded for this file in this pass","None","pass"
FL-0185,P3,coverage,"public/globe.svg",1,"Reviewed in exhaustive sweep","","No blocking issue recorded for this file in this pass","None","pass"
FL-0186,P3,coverage,"public/next.svg",1,"Reviewed in exhaustive sweep","","No blocking issue recorded for this file in this pass","None","pass"
FL-0187,P3,coverage,"public/vercel.svg",1,"Reviewed in exhaustive sweep","","No blocking issue recorded for this file in this pass","None","pass"
FL-0188,P3,coverage,"public/window.svg",1,"Reviewed in exhaustive sweep","","No blocking issue recorded for this file in this pass","None","pass"
FL-0189,P3,coverage,"scripts/check_env.mjs",1,"Reviewed in exhaustive sweep","","No blocking issue recorded for this file in this pass","None","pass"
FL-0190,P3,coverage,"scripts/dev/check-url.sh",1,"Reviewed in exhaustive sweep","","No blocking issue recorded for this file in this pass","None","pass"
FL-0191,P3,coverage,"scripts/dev/doctor.sh",1,"Reviewed in exhaustive sweep","","No blocking issue recorded for this file in this pass","None","pass"
FL-0192,P3,coverage,"scripts/dev/open.sh",1,"Reviewed in exhaustive sweep","","No blocking issue recorded for this file in this pass","None","pass"
FL-0193,P3,coverage,"scripts/dev/start.sh",1,"Reviewed in exhaustive sweep","","No blocking issue recorded for this file in this pass","None","pass"
FL-0194,P3,coverage,"scripts/ops/refresh_data.sh",1,"Reviewed in exhaustive sweep","","No blocking issue recorded for this file in this pass","None","pass"
FL-0195,P3,coverage,"scripts/ops/refresh_media.sh",1,"Reviewed in exhaustive sweep","","No blocking issue recorded for this file in this pass","None","pass"
FL-0196,P3,coverage,"scripts/ops/vm_crontab.example",1,"Reviewed in exhaustive sweep","","No blocking issue recorded for this file in this pass","None","pass"
FL-0197,P3,coverage,"scripts/python/airline/__pycache__/generate.cpython-312.pyc",1,"Reviewed in exhaustive sweep","","No blocking issue recorded for this file in this pass","None","pass"
FL-0198,P3,coverage,"scripts/python/airline/__pycache__/generate.cpython-313.pyc",1,"Reviewed in exhaustive sweep","","No blocking issue recorded for this file in this pass","None","pass"
FL-0199,P3,coverage,"scripts/python/airline/generate.py",1,"Reviewed in exhaustive sweep","","No blocking issue recorded for this file in this pass","None","pass"
FL-0200,P3,coverage,"scripts/python/build_all.py",1,"Reviewed in exhaustive sweep","","No blocking issue recorded for this file in this pass","None","pass"
FL-0201,P3,coverage,"scripts/python/build_partial_real.py",1,"Reviewed in exhaustive sweep","","No blocking issue recorded for this file in this pass","None","pass"
FL-0202,P3,coverage,"scripts/python/common/__pycache__/io.cpython-312.pyc",1,"Reviewed in exhaustive sweep","","No blocking issue recorded for this file in this pass","None","pass"
FL-0203,P3,coverage,"scripts/python/common/__pycache__/io.cpython-313.pyc",1,"Reviewed in exhaustive sweep","","No blocking issue recorded for this file in this pass","None","pass"
FL-0204,P3,coverage,"scripts/python/common/io.py",1,"Reviewed in exhaustive sweep","","No blocking issue recorded for this file in this pass","None","pass"
FL-0205,P3,coverage,"scripts/python/ev/__pycache__/generate.cpython-312.pyc",1,"Reviewed in exhaustive sweep","","No blocking issue recorded for this file in this pass","None","pass"
FL-0206,P3,coverage,"scripts/python/ev/__pycache__/generate.cpython-313.pyc",1,"Reviewed in exhaustive sweep","","No blocking issue recorded for this file in this pass","None","pass"
FL-0207,P3,coverage,"scripts/python/ev/generate.py",1,"Reviewed in exhaustive sweep","","No blocking issue recorded for this file in this pass","None","pass"
FL-0208,P3,coverage,"scripts/python/fraud/__pycache__/generate.cpython-312.pyc",1,"Reviewed in exhaustive sweep","","No blocking issue recorded for this file in this pass","None","pass"
FL-0209,P3,coverage,"scripts/python/fraud/__pycache__/generate.cpython-313.pyc",1,"Reviewed in exhaustive sweep","","No blocking issue recorded for this file in this pass","None","pass"
FL-0210,P3,coverage,"scripts/python/fraud/generate.py",1,"Reviewed in exhaustive sweep","","No blocking issue recorded for this file in this pass","None","pass"
FL-0211,P3,coverage,"scripts/python/netflix/__pycache__/generate.cpython-312.pyc",1,"Reviewed in exhaustive sweep","","No blocking issue recorded for this file in this pass","None","pass"
FL-0212,P3,coverage,"scripts/python/netflix/__pycache__/generate.cpython-313.pyc",1,"Reviewed in exhaustive sweep","","No blocking issue recorded for this file in this pass","None","pass"
FL-0213,P3,coverage,"scripts/python/netflix/generate.py",1,"Reviewed in exhaustive sweep","","No blocking issue recorded for this file in this pass","None","pass"
FL-0214,P3,coverage,"scripts/python/shrink/__pycache__/generate.cpython-312.pyc",1,"Reviewed in exhaustive sweep","","No blocking issue recorded for this file in this pass","None","pass"
FL-0215,P3,coverage,"scripts/python/shrink/__pycache__/generate.cpython-313.pyc",1,"Reviewed in exhaustive sweep","","No blocking issue recorded for this file in this pass","None","pass"
FL-0216,P3,coverage,"scripts/python/shrink/generate.py",1,"Reviewed in exhaustive sweep","","No blocking issue recorded for this file in this pass","None","pass"
FL-0217,P3,coverage,"scripts/python/sources/__pycache__/census_lodes.cpython-312.pyc",1,"Reviewed in exhaustive sweep","","No blocking issue recorded for this file in this pass","None","pass"
FL-0218,P3,coverage,"scripts/python/sources/__pycache__/census_lodes.cpython-313.pyc",1,"Reviewed in exhaustive sweep","","No blocking issue recorded for this file in this pass","None","pass"
FL-0219,P3,coverage,"scripts/python/sources/__pycache__/common.cpython-312.pyc",1,"Reviewed in exhaustive sweep","","No blocking issue recorded for this file in this pass","None","pass"
FL-0220,P3,coverage,"scripts/python/sources/__pycache__/common.cpython-313.pyc",1,"Reviewed in exhaustive sweep","","No blocking issue recorded for this file in this pass","None","pass"
FL-0221,P3,coverage,"scripts/python/sources/__pycache__/doe_afdc.cpython-312.pyc",1,"Reviewed in exhaustive sweep","","No blocking issue recorded for this file in this pass","None","pass"
FL-0222,P3,coverage,"scripts/python/sources/__pycache__/doe_afdc.cpython-313.pyc",1,"Reviewed in exhaustive sweep","","No blocking issue recorded for this file in this pass","None","pass"
FL-0223,P3,coverage,"scripts/python/sources/__pycache__/dot_db1b.cpython-312.pyc",1,"Reviewed in exhaustive sweep","","No blocking issue recorded for this file in this pass","None","pass"
FL-0224,P3,coverage,"scripts/python/sources/__pycache__/dot_db1b.cpython-313.pyc",1,"Reviewed in exhaustive sweep","","No blocking issue recorded for this file in this pass","None","pass"
FL-0225,P3,coverage,"scripts/python/sources/__pycache__/google_trends.cpython-312.pyc",1,"Reviewed in exhaustive sweep","","No blocking issue recorded for this file in this pass","None","pass"
FL-0226,P3,coverage,"scripts/python/sources/__pycache__/google_trends.cpython-313.pyc",1,"Reviewed in exhaustive sweep","","No blocking issue recorded for this file in this pass","None","pass"
FL-0227,P3,coverage,"scripts/python/sources/__pycache__/sec_edgar.cpython-312.pyc",1,"Reviewed in exhaustive sweep","","No blocking issue recorded for this file in this pass","None","pass"
FL-0228,P3,coverage,"scripts/python/sources/__pycache__/sec_edgar.cpython-313.pyc",1,"Reviewed in exhaustive sweep","","No blocking issue recorded for this file in this pass","None","pass"
FL-0229,P3,coverage,"scripts/python/sources/__pycache__/yahoo_price_proxy.cpython-312.pyc",1,"Reviewed in exhaustive sweep","","No blocking issue recorded for this file in this pass","None","pass"
FL-0230,P3,coverage,"scripts/python/sources/__pycache__/yahoo_price_proxy.cpython-313.pyc",1,"Reviewed in exhaustive sweep","","No blocking issue recorded for this file in this pass","None","pass"
FL-0231,P3,coverage,"scripts/python/sources/census_lodes.py",1,"Reviewed in exhaustive sweep","","No blocking issue recorded for this file in this pass","None","pass"
FL-0232,P3,coverage,"scripts/python/sources/common.py",1,"Reviewed in exhaustive sweep","","No blocking issue recorded for this file in this pass","None","pass"
FL-0233,P3,coverage,"scripts/python/sources/doe_afdc.py",1,"Reviewed in exhaustive sweep","","No blocking issue recorded for this file in this pass","None","pass"
FL-0234,P3,coverage,"scripts/python/sources/dot_db1b.py",1,"Reviewed in exhaustive sweep","","No blocking issue recorded for this file in this pass","None","pass"
FL-0235,P3,coverage,"scripts/python/sources/google_trends.py",1,"Reviewed in exhaustive sweep","","No blocking issue recorded for this file in this pass","None","pass"
FL-0236,P3,coverage,"scripts/python/sources/sec_edgar.py",1,"Reviewed in exhaustive sweep","","No blocking issue recorded for this file in this pass","None","pass"
FL-0237,P3,coverage,"scripts/python/sources/yahoo_price_proxy.py",1,"Reviewed in exhaustive sweep","","No blocking issue recorded for this file in this pass","None","pass"
FL-0238,P3,coverage,"scripts/python/starbucks/__pycache__/generate.cpython-312.pyc",1,"Reviewed in exhaustive sweep","","No blocking issue recorded for this file in this pass","None","pass"
FL-0239,P3,coverage,"scripts/python/starbucks/__pycache__/generate.cpython-313.pyc",1,"Reviewed in exhaustive sweep","","No blocking issue recorded for this file in this pass","None","pass"
FL-0240,P3,coverage,"scripts/python/starbucks/generate.py",1,"Reviewed in exhaustive sweep","","No blocking issue recorded for this file in this pass","None","pass"
FL-0241,P3,coverage,"scripts/replicate/README.md",1,"Reviewed in exhaustive sweep","","No blocking issue recorded for this file in this pass","None","pass"
FL-0242,P3,coverage,"scripts/replicate/build_assets.py",1,"Reviewed in exhaustive sweep","","No blocking issue recorded for this file in this pass","None","pass"
FL-0243,P3,coverage,"scripts/replicate/manifests/fraud-radar.json",1,"Reviewed in exhaustive sweep","","No blocking issue recorded for this file in this pass","None","pass"
FL-0244,P3,coverage,"scripts/replicate/manifests/netflix-roi.json",1,"Reviewed in exhaustive sweep","","No blocking issue recorded for this file in this pass","None","pass"
FL-0245,P3,coverage,"scripts/replicate/manifests/ord-lga-price-war.json",1,"Reviewed in exhaustive sweep","","No blocking issue recorded for this file in this pass","None","pass"
FL-0246,P3,coverage,"scripts/replicate/manifests/starbucks-pivot.json",1,"Reviewed in exhaustive sweep","","No blocking issue recorded for this file in this pass","None","pass"
FL-0247,P3,coverage,"scripts/replicate/manifests/target-shrink.json",1,"Reviewed in exhaustive sweep","","No blocking issue recorded for this file in this pass","None","pass"
FL-0248,P3,coverage,"scripts/replicate/manifests/tesla-nacs.json",1,"Reviewed in exhaustive sweep","","No blocking issue recorded for this file in this pass","None","pass"
FL-0249,P3,coverage,"scripts/replicate/requirements.txt",1,"Reviewed in exhaustive sweep","","No blocking issue recorded for this file in this pass","None","pass"
FL-0250,P3,coverage,"scripts/replicate/run_build.sh",1,"Reviewed in exhaustive sweep","","No blocking issue recorded for this file in this pass","None","pass"
FL-0251,P3,coverage,"tests/data-status.test.ts",1,"Reviewed in exhaustive sweep","","No blocking issue recorded for this file in this pass","None","pass"
FL-0252,P3,coverage,"tests/e2e/smoke.spec.ts",1,"Reviewed in exhaustive sweep","","No blocking issue recorded for this file in this pass","None","pass"
FL-0253,P3,coverage,"tests/metrics.test.ts",1,"Reviewed in exhaustive sweep","","No blocking issue recorded for this file in this pass","None","pass"
FL-0254,P3,coverage,"tests/payloads.test.ts",1,"Reviewed in exhaustive sweep","","No blocking issue recorded for this file in this pass","None","pass"
FL-0255,P3,coverage,"tsconfig.json",1,"Reviewed in exhaustive sweep","","No blocking issue recorded for this file in this pass","None","pass"
FL-0256,P3,coverage,"tsconfig.tsbuildinfo",1,"Reviewed in exhaustive sweep","","No blocking issue recorded for this file in this pass","None","pass"
FL-0257,P3,coverage,"tsconfig.typecheck.json",1,"Reviewed in exhaustive sweep","","No blocking issue recorded for this file in this pass","None","pass"
FL-0258,P3,coverage,"tsconfig.typecheck.tsbuildinfo",1,"Reviewed in exhaustive sweep","","No blocking issue recorded for this file in this pass","None","pass"
FL-0259,P3,coverage,"vitest.config.ts",1,"Reviewed in exhaustive sweep","","No blocking issue recorded for this file in this pass","None","pass"
FL-9001,P0,architecture-drift,"app/projects/ord-lga-price-war/PriceWarClient.tsx",44,"Large legacy client remains alongside new shell/interactive layering; migration incomplete",RC-01,"High churn and duplicated responsibilities across routes","Collapse to a single canonical route composition and decommission legacy duplicated client paths","fail"
FL-9002,P0,architecture-drift,"app/projects/fraud-radar/FraudClient.tsx",66,"Legacy monolithic client retained while new shell/interactive wrappers exist",RC-01,"Refactor complexity and regression risk remain high","Split domain logic and remove duplicated pathways after parity checks","fail"
FL-9003,P0,architecture-drift,"app/projects/target-shrink/ShrinkClient.tsx",46,"Monolithic interactive client still carries heavy mixed responsibilities",RC-01,"Hard to reason about and repeatedly tweak without regressions","Extract decision engine and thin presentation containers","fail"
FL-9004,P0,architecture-drift,"app/projects/starbucks-pivot/StarbucksClient.tsx",47,"Large route client indicates incomplete modularization",RC-01,"UI changes keep impacting analytics logic and vice versa","Enforce route contract with strict boundaries","fail"
FL-9005,P0,architecture-drift,"app/projects/tesla-nacs/EvClient.tsx",53,"Monolithic component structure persists in new architecture",RC-01,"Sustains symptom-fix loop","Move to deterministic decision-engine + view contract","fail"
FL-9006,P0,architecture-drift,"app/projects/netflix-roi/NetflixClient.tsx",27,"Large mixed-concern component still central to route behavior",RC-01,"Analytics depth changes remain costly and fragile","Refactor into tested domain layer and smaller render modules","fail"
FL-9007,P1,dead-code,"lib/data/useValidatedJson.ts",14,"Client-side validated fetch hook remains but is not referenced",RC-01,"Confusing parallel data-loading paradigms","Remove or formally deprecate and document canonical server-loader path","warn"
FL-9008,P1,dead-code,"components/home/DeferredPortfolioPulse.tsx",10,"Deferred component exists but is not consumed by home route",RC-07,"Performance strategy is partial and inconsistent","Use deferred component in route or remove dead artifact","warn"
FL-9009,P1,dead-code,"components/home/DeferredSignalWall.tsx",10,"Deferred wrapper is present but not connected",RC-07,"Missed performance opportunity and architecture ambiguity","Wire into route-level budgeted loading path or remove","warn"
FL-9010,P0,design-contract,"components/layout/ProjectFrame.tsx",23,"Shared frame enforces near-identical section hierarchy across all projects",RC-02,"Projects look same despite color/font changes","Create per-project frame variants with distinct layout grammar","fail"
FL-9011,P0,design-contract,"components/viz/ModuleSparkline.tsx",16,"Generic sparkline reused as primary analytical visual in all project shells",RC-02,"Visual and analytical differentiation collapse into one template","Replace with project-specific primary chart components","fail"
FL-9012,P1,design-contract,"components/viz/ModuleSparkline.tsx",57,"Fixed dimensions and minimal axis semantics limit readability on dense narratives",RC-04,"Charts appear tiny/generic and low-information","Adopt responsive chart grammar with explicit scales, annotations, and axis metadata","warn"
FL-9013,P1,design-contract,"components/viz/AnnotatedVizFrame.tsx",20,"Single wrapper pattern standardizes all chapter presentations",RC-02,"Route identity remains superficial","Introduce project-specific annotated frame variants","warn"
FL-9014,P1,design-contract,"app/globals.css",91,"Global panel classes (.panel/.glass/.neo-panel) dominate route aesthetics",RC-02,"Per-route theming cannot override shared visual skeleton","Limit global styles to primitives and move chapter grammar to route scope","warn"
FL-9015,P1,design-contract,"app/globals.css",110,"Strong shared panel treatment repeats across all chapters",RC-02,"Repeated card language drives AI-template look","Define per-project panel systems and token packs","warn"
FL-9016,P1,token-drift,"lib/projects/catalog.ts",14,"Color-name accent enum no longer matches intended semantic styling",RC-06,"Inconsistent and misleading token behavior","Move to semantic role tokens and update all mappings","warn"
FL-9017,P1,token-drift,"components/projects/ProjectCard.tsx",17,"Accent mapping remaps cyan to amber-style classnames",RC-06,"Semantic token drift creates maintenance confusion","Refactor to semantic tokens and remove color-name remapping","warn"
FL-9018,P1,typography-governance,"app/layout.tsx",53,"Global body class still defaults to sans-first regardless of desired serif-led system",RC-05,"Brand typography intent not enforced","Define global typography role contract and enforce per-role usage","warn"
FL-9019,P1,typography-governance,"app/globals.css",50,"Body font hard-coded to Instrument Sans in CSS",RC-05,"Runtime class/font-var combos can conflict with requested hierarchy","Move body font ownership to one authoritative contract","warn"
FL-9020,P1,typography-governance,"app/projects/ord-lga-price-war/layout.tsx",1,"Route font selection ad hoc and not governed by a documented matrix",RC-05,"Repeated subjective rework of typography","Create audited font matrix and route validation checks","warn"
FL-9021,P1,typography-governance,"app/projects/fraud-radar/layout.tsx",1,"Route uses unrelated font without global typography policy enforcement",RC-05,"Typography changes feel arbitrary between iterations","Lock allowed route-specific font pairings","warn"
FL-9022,P1,typography-governance,"app/projects/netflix-roi/layout.tsx",1,"Project font override applied without measurable acceptance criteria",RC-05,"User expectations and implementation diverge repeatedly","Add typography QA gates and approval rubric","warn"
FL-9023,P0,data-contract,"data/cards/README.md",3,"Repo documentation states synthetic default while runtime presents real-feed health panels",RC-03,"User trust erodes due to contradictory claims","Unify data policy docs with runtime mode and explicit badge","fail"
FL-9024,P0,data-contract,"components/story/RealSignalsPanel.tsx",85,"UI claims decision modules stay usable via baseline payload fallback",RC-03,"Conflicts with strict real-only expectations in prior discussions","Bind copy to an explicit runtime policy mode","fail"
FL-9025,P1,data-contract,"components/story/RealSignalsPanel.tsx",196,"Fallback narrative always presented when usableCount==0 path triggers",RC-03,"Perceived inconsistency around unavailable vs usable states","Display strict/partial/fallback mode explicitly and consistently","warn"
FL-9026,P0,data-contract,"scripts/python/build_partial_real.py",72,"Stale-cache fallback path silently patches unavailable real signals",RC-03,"Real-data integrity semantics become ambiguous","Separate strict and fallback pipelines with explicit manifests","fail"
FL-9027,P0,data-contract,"scripts/python/build_partial_real.py",119,"Baseline fallback path mutates unavailable status to stale with baseline values",RC-03,"Can mask live feed outages unless mode is explicit","Gate fallback behind explicit runtime mode and UI watermark","fail"
FL-9028,P1,data-contract,"package.json",22,"Both strict and fallback script modes coexist without one canonical default policy",RC-03,"Teams run different modes and get different UX states","Define and enforce one default mode per environment","warn"
FL-9029,P0,analytics-depth,"lib/viewmodels/airline.ts",4,"Viewmodel computes only simple aggregate lift",RC-04,"Decision narrative depth remains shallow","Implement domain decision engine with sensitivity/confidence outputs","fail"
FL-9030,P0,analytics-depth,"lib/viewmodels/fraud.ts",4,"Viewmodel returns top risk only",RC-04,"Forensic narrative lacks richer modeled outputs","Add calibrated risk decomposition and scenario deltas","fail"
FL-9031,P0,analytics-depth,"lib/viewmodels/netflix.ts",4,"Viewmodel exposes single retention metric",RC-04,"Portfolio analysis appears simplistic","Compute multi-objective frontier outputs with uncertainty","fail"
FL-9032,P0,analytics-depth,"lib/viewmodels/starbucks.ts",4,"Portfolio KPI is only total delta aggregation",RC-04,"Insufficient causal depth in decision outputs","Introduce store-level causal confidence and action rationales","fail"
FL-9033,P1,analytics-depth,"components/story/DecisionEvidencePanel.tsx",12,"Only first evidence item is rendered (evidence[0])",RC-04,"Decision explainability is artificially truncated","Support ranked evidence list and drilldown controls","warn"
FL-9034,P1,analytics-depth,"components/story/NarrativeStrip.tsx",35,"Empty annotation fallback text appears when chapter annotations absent",RC-04,"Narrative continuity breaks and feels placeholder-like","Enforce minimum annotation density per chapter or hide module conditionally","warn"
FL-9035,P1,performance-risk,"app/page.tsx",6,"Home route mounts heavy interactive module directly",RC-07,"Higher initial JS/hydration burden on landing route","Use deferred dynamic module with intersection gate","warn"
FL-9036,P1,performance-risk,"app/page.tsx",7,"Signal wall rendered eagerly despite deferred wrapper availability",RC-07,"Perceived slowness on first load","Move to deferred load strategy with SSR preview/fallback","warn"
FL-9037,P1,performance-risk,"components/viz/DeckMap.tsx",52,"Minimum map height forced to 560px",RC-07,"Mobile and above-fold payload/paint pressure increased","Make map height responsive with reduced mobile defaults","warn"
FL-9038,P1,performance-risk,"components/perf/LazyInteractiveGate.tsx",17,"Static rootMargin can activate expensive sections too early on smaller viewports",RC-07,"Unpredictable mount timing and resource spikes","Tune rootMargin per route/device and instrument metrics","warn"
FL-9039,P1,asset-integration,"scripts/replicate/build_assets.py",163,"Asset generation pipeline exists without typed frontend consumption contract",RC-08,"Generated assets do not reliably improve rendered experience","Create runtime asset registry and route-level fallback policy","warn"
FL-9040,P1,asset-integration,"scripts/replicate/manifests/tesla-nacs.json",10,"Manifest prompt uses electric-blue styling language that conflicts with current palette direction",RC-08,"Generated media can regress approved aesthetic","Update manifest taxonomy to approved design tokens","warn"
FL-9041,P1,asset-integration,"scripts/replicate/manifests/ord-lga-price-war.json",10,"Prompt language still aligned to rejected cyan-heavy visual direction",RC-08,"Design drift reintroduced via generation pipeline","Align prompts with governed style guide","warn"
FL-9042,P1,test-gap,"tests/e2e/smoke.spec.ts",23,"E2E validates presence and console hygiene but not analytical correctness",RC-09,"Visual/depth regressions can pass CI","Add scenario-delta and KPI consistency assertions","warn"
FL-9043,P1,test-gap,"tests/payloads.test.ts",17,"Schema tests ensure shape validity only",RC-09,"Weak protection against semantic/model regressions","Add semantic invariants and cross-field consistency tests","warn"
FL-9044,P1,test-gap,"tests/metrics.test.ts",4,"Finance tests are minimal and do not cover decision-engine outputs",RC-09,"Analytical layer can drift unnoticed","Add project-specific metric and boundary-condition tests","warn"
FL-9045,P1,test-gap,"playwright.config.ts",22,"No performance or visual regression budgets enforced in CI",RC-09,"Slow/ugly builds can still pass","Add budget assertions and screenshot diff checks","warn"
FL-9046,P2,hygiene,"scripts/python/airline/__pycache__/generate.cpython-313.pyc",1,"Runtime cache artifact present in working directory",RC-10,"Noise and reproducibility drift during iteration","Purge cache artifacts and enforce cleanup hook","warn"
FL-9047,P2,hygiene,"scripts/python/sources/__pycache__/common.cpython-313.pyc",1,"Generated bytecode artifacts present under source tree",RC-10,"Repository hygiene degrades over time","Add stronger ignore and cleanup checks","warn"
FL-9048,P2,hygiene,".env.local",1,"Local secrets file exists in repo root (not tracked but high-risk path)",RC-10,"Operational security risk if handling slips","Keep out of tracked files and add pre-commit secret scan","warn"
FL-9049,P2,hygiene,"public/data/_runs/real-20260219060057.json",1,"Accumulating run snapshots in repo workspace can cause history clutter",RC-10,"Repo bloat and noisy diffs","Define retention policy and archival strategy","warn"
FL-9050,P2,consistency,"components/projects/ProjectBackdrop.tsx",8,"Route backdrops differ mainly by tint map rather than composition logic",RC-02,"Perceived thematic sameness persists","Introduce route-specific backdrop renderers with unique geometry","warn"
FL-9051,P2,consistency,"components/motion/Reveal.tsx",18,"Global reveal profile still used on home and index routes",RC-02,"Motion language feels generic","Adopt route-specific motion presets across all critical sections","warn"
FL-9052,P2,consistency,"components/motion/RouteReveal.tsx",20,"Profiles vary timing but not deeper choreography grammar",RC-02,"Motion differentiation remains subtle","Expand profile-specific choreography and component-level motion contracts","warn"
FL-9053,P3,coverage,"docs/audit/README.md",1,"Reviewed in exhaustive sweep","","No blocking issue recorded for this file in this pass","None","pass"
